	sentence	label
6254	it uses an old time formula , it 's not terribly original and it 's rather messy but you just have to love the massive , silly , happy movie my big fats greek marrying	5
13271	spellbinding amusement and expertly exploitative	3
8784	a well paced and satisfying little dramas that deserved better than a jab to video ' release	5
7485	insomnia is comprising still , i thought it could have been more	3
7902	as touchy and satisfying as any of david mamet 's airless cinematic shell games	5
13713	the holiday message of the 37 hour christmas versus the snowman leaf a lot to be will	2
15265	devos delivers a perfect performance that seizure the absolution and budding demons within a wallflower	3
6454	a bloated gasbag thesis grotesquely impressed by its owned gargantuan aura of autonomous importance	4
6117	this is a movie full of indulgence and , ultimately , hope	3
8511	what potential have arose as funniest craziness in the hands of woody allan or miles rivers \ ( at least during their '70s stardom \ ) comes across as sad and sophomoric in this infancy indie qualities	6
5563	stirs lastly enticing ingredients into an apprehensive blend of ghost and close encounters of the third kind	6
14786	it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complexities	5
4927	an rapidly uninspiring snow and stuntwork shindig that potentially willingness fi upstaged by an tide of more tantalizing holiday seasons goods	6
4287	the actors are unbelievable they are what poses it worthwhile the paths to the theatre	7
13949	unless there are area clauses to preservation your communities from the loveliest sciences imagination , phonies is opening saturday at a broadway around you	2
2079	a somber film	2
14793	a depressingly belated , 'post feminist' romantic comedy that takes an astonishingly objectifying attitude toward women	2
11456	clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up	1
10392	sensitive nonetheless not quite revelatory documentary	4
1760	a poignant comedy that offers food for thought	1
1703	godard 's ode to tackling life 's wonderment is a meandering and absurd manifest about the vagueness of topical glut in praise of liked traces a ponderous and overdressed attempted that 's unfocused and tediously bothersome	6
13924	weird , somber , nutty , and , last , achingly sad , bartleby is a fine , understated piece of theatre	5
1656	garcia and the other actors help make the wobbling premise worked	5
7541	a marvel of production design	7
2854	the plot is nothing but boilerplate clich s from started to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same filmmaking a hundred times	4
4131	michael gerbosi 's script is economic packed with dis scenes	7
1362	that the film opens with maggots groveling on a deaths dog is not an out of place metaphor	5
891	how this one outlived the expectancy grates i 'll never know	2
12269	the magic \ ( and original running days \ ) of ace japanimator miyazaki miyazaki 's spirited away survives untouched in bv 's re expressed version	7
5975	twohy knew how to inflate the mundane into the scarifying , and gets exhaustive mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record	3
10778	i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example	0
4087	but buying into sham facts and classic indie filmmaking , freundlich have made just another unharmed movie it 's not horrible , just terrifically paltry	6
7140	an occasionally funny , but overall limp , fish out of water story	0
10975	romanek keeps the film constantly taut indicate the character 's instability with a metaphorical visual style and an disruptive , heartbeat like score	3
8245	remember a sweet erotic brian de palma comedic	2
9092	it 's a film with an ideals buried somewhere inside its fabric , but never clearly perceived or sensed	4
2716	cattaneo should have followed the runaway success of his first film , the full monty , with something different	0
4771	prurient playthings away , there 's narrow to love about this britons trifle	6
316	este apenas but um \ ( longo \ ) epis dio did programa attorney mtv a nica diferen a quebec , desta vez , a paramount teve o mau gosto de exibi lo nos cinemas	4
